,u,v,j,i,X,Y,Z
95,199.22098,809.41315,-8,-2,-4.0,-1.0,10
96,127.21668,810.80164,-8,-4,-4.0,-2.0,10
98,529.59784,869.35504,-10,8,-5.0,4.0,10
99,463.8645,869.77856,-10,6,-5.0,3.0,10
100,398.84167,871.23975,-10,4,-5.0,2.0,10
101,333.05667,873.08484,-10,2,-5.0,1.0,10
102,265.18826,875.1232,-10,0,-5.0,0.0,10
103,196.82358,877.24396,-10,-2,-5.0,-1.0,10
104,124.81133,879.7484,-10,-4,-5.0,-2.0,10
106,395.99857,938.8198,-12,4,-6.0,2.0,10
107,329.8806,941.0746,-12,2,-6.0,1.0,10
108,262.6309,943.2485,-12,0,-6.0,0.0,10
109,192.61017,946.20905,-12,-2,-6.0,-1.0,10
110,120.51092,950.16046,-12,-4,-6.0,-2.0,10
1,316.59857,109.853004,12,2,6.0,1.0,11
2,386.65512,113.62221,12,4,6.0,2.0,11
3,454.86707,115.46211,12,6,6.0,3.0,11
4,522.4461,115.5161,12,8,6.0,4.0,11
5,249.5688,182.21849,10,0,5.0,0.0,11
6,319.64655,184.72171,10,2,5.0,1.0,11
7,387.8115,187.14348,10,4,5.0,2.0,11
8,521.7962,189.68436,10,8,5.0,4.0,11
9,455.76483,189.85739,10,6,5.0,3.0,11
10,587.7151,189.85585,10,10,5.0,5.0,11
12,180.26665,250.23973,8,-2,4.0,-1.0,11
13,254.69243,255.02118,8,0,4.0,0.0,11
14,324.10767,257.91504,8,2,4.0,1.0,11
15,391.98856,260.04242,8,4,4.0,2.0,11
17,457.79456,261.8513,8,6,4.0,3.0,11
18,522.65686,261.87906,8,8,4.0,4.0,11
19,587.8076,261.9012,8,10,4.0,5.0,11
20,109.905876,318.91278,6,-4,3.0,-2.0,11
21,185.78415,322.92828,6,-2,3.0,-1.0,11
22,257.68835,325.77002,6,0,3.0,0.0,11
23,327.01624,327.81168,6,2,3.0,1.0,11
24,394.62967,329.21378,6,4,3.0,2.0,11
25,459.85776,330.2383,6,6,3.0,3.0,11
26,523.6855,330.22504,6,8,3.0,4.0,11
28,589.43427,331.14935,6,10,3.0,5.0,11
30,113.96239,390.7946,4,-4,2.0,-2.0,11
31,188.00418,393.20715,4,-2,2.0,-1.0,11
32,259.8252,395.26837,4,0,2.0,0.0,11
33,328.92157,396.90225,4,2,2.0,1.0,11
34,395.8931,397.86078,4,4,2.0,2.0,11
35,461.60364,398.467,4,6,2.0,3.0,11
36,525.1068,397.98007,4,8,2.0,4.0,11
38,589.713,399.06375,4,10,2.0,5.0,11
40,116.92531,461.92087,2,-4,1.0,-2.0,11
41,189.94542,463.28052,2,-2,1.0,-1.0,11
42,261.04388,464.7646,2,0,1.0,0.0,11
44,329.8899,465.74286,2,2,1.0,1.0,11
45,396.92606,466.09927,2,4,1.0,2.0,11
46,461.88245,466.3169,2,6,1.0,3.0,11
48,525.676,466.59552,2,8,1.0,4.0,11
49,42.80933,530.0026,0,-6,0.0,-3.0,11
50,586.2542,531.50214,0,10,0.0,5.0,11
51,118.80006,531.96686,0,-4,0.0,-2.0,11
53,190.77794,532.9936,0,-2,0.0,-1.0,11
54,525.59985,533.2294,0,8,0.0,4.0,11
55,261.9214,533.9641,0,0,0.0,0.0,11
56,330.00092,534.09235,0,2,0.0,1.0,11
57,396.89563,534.12726,0,4,0.0,2.0,11
58,461.84293,533.95667,0,6,0.0,3.0,11
60,43.01983,599.87225,-2,-6,-1.0,-3.0,11
61,524.6435,599.94775,-2,8,-1.0,4.0,11
62,118.98169,601.1729,-2,-4,-1.0,-2.0,11
63,460.93958,600.95715,-2,6,-1.0,3.0,11
64,587.74164,599.9005,-2,10,-1.0,5.0,11
65,191.24567,602.0011,-2,-2,-1.0,-1.0,11
66,261.1541,602.0924,-2,0,-1.0,0.0,11
67,329.89355,602.1402,-2,2,-1.0,1.0,11
68,396.72607,601.8732,-2,4,-1.0,2.0,11
70,586.5914,665.6237,-4,10,-2.0,5.0,11
71,523.7654,666.51404,-4,8,-2.0,4.0,11
72,459.06342,667.67487,-4,6,-2.0,3.0,11
73,43.130135,669.2367,-4,-6,-2.0,-3.0,11
74,394.95868,668.7218,-4,4,-2.0,2.0,11
75,118.89929,669.95447,-4,-4,-2.0,-2.0,11
76,190.91655,670.2111,-4,-2,-2.0,-1.0,11
77,260.8191,670.10315,-4,0,-2.0,0.0,11
78,328.89847,669.66724,-4,2,-2.0,1.0,11
80,456.22815,731.6169,-6,6,-3.0,3.0,11
81,521.6642,732.49976,-6,8,-3.0,4.0,11
83,393.68832,734.9113,-6,4,-3.0,2.0,11
84,327.0557,736.0594,-6,2,-3.0,1.0,11
85,259.12134,737.02045,-6,0,-3.0,0.0,11
86,42.813316,738.1203,-6,-6,-3.0,-3.0,11
87,117.94644,738.07324,-6,-4,-3.0,-2.0,11
88,189.95105,738.01904,-6,-2,-3.0,-1.0,11
90,454.87622,798.57574,-8,6,-4.0,3.0,11
91,390.96072,801.0021,-8,4,-4.0,2.0,11
92,325.88156,802.5011,-8,2,-4.0,1.0,11
93,257.00354,803.7153,-8,0,-4.0,0.0,11
94,188.04973,804.44556,-8,-2,-4.0,-1.0,11
95,115.0167,806.4888,-8,-4,-4.0,-2.0,11
97,518.8549,864.9917,-10,8,-5.0,4.0,11
98,453.03482,865.6461,-10,6,-5.0,3.0,11
99,388.05414,867.0018,-10,4,-5.0,2.0,11
100,321.9246,868.373,-10,2,-5.0,1.0,11
101,254.12773,870.8015,-10,0,-5.0,0.0,11
102,185.00449,872.9009,-10,-2,-5.0,-1.0,11
103,112.634575,875.2603,-10,-4,-5.0,-2.0,11
105,451.73312,933.8012,-12,6,-6.0,3.0,11
106,385.7517,934.5707,-12,4,-6.0,2.0,11
107,319.53796,936.839,-12,2,-6.0,1.0,11
108,250.928,938.87836,-12,0,-6.0,0.0,11
109,181.42136,942.12933,-12,-2,-6.0,-1.0,11
